"","PRISM.7122","PRISM.7147","PRISM.7150","PRISM.7153","PRISM.7184","PRISM.7238","PRISM.7406","PRISM.7408","PRISM.7421","PRISM.7445","PRISM.7486","PRISM.7496","PRISM.7506","PRISM.7547","PRISM.7658","PRISM.7662","PRISM.7744","PRISM.7759","PRISM.7762","PRISM.7776","PRISM.7791","PRISM.7843","PRISM.7847","PRISM.7852","PRISM.7855","PRISM.7858","PRISM.7860","PRISM.7861","PRISM.7862","PRISM.7870","PRISM.7874","PRISM.7875","PRISM.7879","PRISM.7897","PRISM.7899","PRISM.7904","PRISM.7906","PRISM.7908","PRISM.7909","PRISM.7910","PRISM.7911","PRISM.7912","PRISM.7938","PRISM.7941","PRISM.7947","PRISM.7948","PRISM.7955","PRISM.7971","PRISM.7989","PRISM.8095","PRISM.8096","PRISM.8101","PRISM.8106","PRISM.8129","PRISM.8226","PRISM.8244","PRISM.8264","PRISM.8275","PRISM.8283","PRISM.8332","PRISM.8336","PRISM.8361","PRISM.8374","PRISM.8377","PRISM.8406","PRISM.8441","PRISM.8444","PRISM.8447","PRISM.8452","PRISM.8458","PRISM.8462","PRISM.8464","PRISM.8466","PRISM.8467","PRISM.8475","PRISM.8480","PRISM.8483","PRISM.8485","PRISM.8496","PRISM.8502","PRISM.8503","PRISM.8511","PRISM.8513","PRISM.8515","PRISM.8523","PRISM.8534","PRISM.8537","PRISM.8550","PRISM.8564","PRISM.8565","PRISM.8573","PRISM.8577","PRISM.8589","PRISM.8591","PRISM.8592","PRISM.8605","PRISM.8624","PRISM.8628","PRISM.8629","PRISM.8667","PRISM.8675","PRISM.8683","PRISM.8692","PRISM.8696","PRISM.8728","PRISM.8734","PRISM.8735","PRISM.8746","PRISM.8749","PRISM.8753","PRISM.8754","PRISM.8758","PRISM.8764","PRISM.8765","PRISM.8774","PRISM.8776","PRISM.8778","PRISM.8783","PRISM.8784","PRISM.8785","PRISM.8788","PRISM.8789","PRISM.8794","PRISM.8795","PRISM.8800","PRISM.8802","PRISM.8803","PRISM.8805","PRISM.8806","PRISM.8807","PRISM.8809","PRISM.8815","PRISM.8841","PRISM.8843","PRISM.8844","PRISM.8846","PRISM.8847","PRISM.8849","PRISM.8878","PRISM.8882","PRISM.8892","PRISM.8894","PRISM.8898","PRISM.8924","PRISM.8932","PRISM.8982","PRISM.8998","PRISM.9010","PRISM.9018","PRISM.9030","PRISM.9033","PRISM.9074","PRISM.9079","PRISM.9126","PRISM.9148"
"Lactobacillus_rhamnosus",0,0,0.0002723,0,0,0.0018646,0,6.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001458,0,0,0,0,0,0,0,0.0049817,0.0321004,0,0,0,0,0,0.0026088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012647,0.0003877,0,0,0,0,0,0.0016773,0,0,0,0,0,0,0,0,0,0.0004832,8.9e-05,0,0.0003434,0.0004737,0,0,0,0.0001634,0,0,0.0005078,0,0,7e-07,0.0020642,0,0,5.21e-05,0,0,0.0102215,3.27e-05,0,0,3.1e-06,0,6.4e-06,0,0,0,0,0,0,0,0,0,0,0.0080744,0,0,0,0,0,0,0.0001356,0,0,0,0,0,0,0,0,0.0003436,0,0,0.0002575,0,0.0013341,0,0.0077831,0,0,0
"Lactobacillus_salivarius",0,0,0,0,0,0.0017739,1.79e-05,0.012966,0,0.0002871,0,0,0,0,0,0,0,0,0,0,0,0.0034283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003197,0,0,0,0,0.243763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8e-05,0,0,0,0,0,0.0155522,0,0,0.0027753,0,0,0.0001902,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4e-06,0,0,0,0,0,0,0,0,0,0,7.3e-06,0,0,0,0,0,0,0,0,0,0,0.0145507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pediococcus_acidilactici",0,0,0,0,0,0.0821794,0,0,8.8e-06,0,0,0,1.8e-06,0,4.54e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011011,0,0,0,0,0,0,0,0,0,0,0,0,9.3e-06,6.52e-05,0,0.0271886,0,1.82e-05,0,0,0.0019548,0,0,0,0,0,0,0,0.0027898,0.0002206,0.0001641,0,5.99e-05,0,0,0,0,0,0,0,0,0,0.033836,0,0,0,0,0.0406984,0,0,0,0,0,0.0002059,0,0,0.0026209,0,0,0,0,0.0287785,0,0,0,0,0,0.0020418,0,0,0,0,0,0,0,4.37e-05,0,0,0,0.108508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025513,0,0.0001218,0,0,0,0,0,4.4e-06,0,0,0,0.006417,0,0,0,0,0,0,0,0,0,0,0.0140569,0,0,0
"Pediococcus_lolii",0,0,0,0,0,0.100184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160078,0,0,0,0,0.0009011,0,0,0,0,0,0,0,0.0290829,0.0001598,3.95e-05,0,1.29e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029821,0,0,0,0,0,0,0,0.0202074,0,0,0,0,0,3.1e-06,0,0,0,0,0,0,0,0.000824,0,0,0,0.0876255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015799,0,0.0019376,0,0,0,0,0,0,0,0,0,0.0001892,0,0,0,0,0,0,0,0,0,0,0.0409823,0,0,0
"Pediococcus_unclassified",0,0,0,0,0,0.0122705,0,2.12e-05,5.07e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.49e-05,0,2.74e-05,0,2.68e-05,0,0,0,0,0,0,0,0,0,0,0.0179571,6.51e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029098,0,0,0,0,0,0.0009048,0,0,0,0,0,0,0,0.0329732,6.15e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0011183,0,0,0,0.0338625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.67e-05,0,0.0019383,0,0,0,0,0,9.4e-06,3.42e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310039,0,0,0
"Leuconostoc_citreum",0,0,0,0,0.0006969,0.0008383,0,0,0.0002893,0,0.000131,0,0,0,0.000247,0,0,0.0008567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.12e-05,0,0.0007673,0,0.0009742,0.0037187,0,0,0,0,0,0.0005361,0,0.0142043,0,0,0,0.0028648,0,0.0004855,0,0,0,0,0,0.0801092,0,0.0002008,0,0,0,0.0003853,0,0.0069685,0,0.0017076,0,0,0,0,0,0,0,0,0.0011228,0,0,0,0,0,0,0,0,0,0,0.0107358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactococcus_lactis",3.21e-05,0,9.07e-05,0,0,0.0008509,0.0009371,0,0.0002576,0.0013949,0.0001264,0.0001389,0.0003346,0,0.0001372,3.54e-05,0.0001469,0,0.0003311,0,0,0,8.97e-05,0,0.0015683,5.5e-06,0,0.0010744,0,0.0004566,0.0003334,0,0.0035191,0,0,0.0003582,0.0001423,0,1.8e-05,0,2.8e-05,0.0011555,0,0,0.0009123,0,0.000136,0,0.0003602,0,0,0,0.0016436,0,0,0,0.0002144,0,0,0,0.0002017,0.0007761,0,0.0006812,0.0002352,0.0013813,0,0.0020618,0,0.0012452,0.0006226,7.41e-05,0.0015139,3.48e-05,0,0,0.0007467,2.33e-05,0,0,0.0006014,0,0,0,0,0.008166,0.0003751,0,0.0006709,0.0354915,0.0040663,0,0,0.0030163,4.99e-05,0,0.0001351,0.0001066,0.0003044,0,0,0.0002697,3.73e-05,0.0001794,0.0007757,7.6e-05,0.0005766,0,5.07e-05,0.0024235,0.0001208,0.0008663,0,0,0,0,0.0002305,0.0003041,0.000174,0.0007128,0,5.32e-05,5.94e-05,0.000107,0,0,0.0102141,0.0197749,0,4.24e-05,7.38e-05,4.4e-05,9.3e-06,0.000212,0,0,0.0006264,0.000988,0,0,2.82e-05,0,0,0.0030852,0,9.8e-06,0.0017295,0,0,0,0,7.28e-05,0,9.52e-05,0
"Streptococcus_australis",0,8.55e-05,0,1.03e-05,5.01e-05,0,0,0,8.52e-05,0,0.0002014,0,0.0003028,0.0001444,0.0003609,0,0,9.94e-05,0,0.003171,9.83e-05,0,0,0.0003003,0.0001556,0,0,0.0009255,0.000375,0.0007757,9.28e-05,0,0,0,0,0.0006574,0.0004164,6.63e-05,0.0001131,0,4.17e-05,0,0,1.11e-05,0,0,0.0007134,0,0,0,0.0001506,0,0,0.0001408,0,0,0,0,1.04e-05,0,0,0,0,0,0.0001062,0.0002301,0.0002657,0.0001101,0,0,0.0012585,0.0005056,0.0001385,0,0,0,0.0001698,0,0,0,0,0.0007023,0,0.0013819,0,0,0.0001694,0,0.0036994,0,0.0015095,0,0.0002236,0,0,0,0,0,0,0,0.0023239,0,0,0.0004742,0,7.74e-05,0.0022797,0,0,0.0002231,0.0001533,0,0,0,0,0,8.8e-06,4.07e-05,0,0,0,0,0.000197,0.0002543,4.2e-06,0,1.38e-05,0.0001708,6.81e-05,0,0.0001289,8.88e-05,0.0001629,9.05e-05,2.25e-05,0.000493,4.91e-05,8.1e-06,0,0.0002676,2.77e-05,5.68e-05,0,0,0,0.0002622,0,7.36e-05,0,1.15e-05,0,0.0046425,0,0.0009718,0
"Streptococcus_lutetiensis",0,0,0,0,0,0,0.0689682,0,0,0,0,0,0,0,0,0,0,0.0114736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020886,0,0,0,0,0,0,0,0,0.0001031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020936,0,0,0,0.0031858,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_mutans",0,5.46e-05,0.0019438,0,0,0.0023776,0.0002597,0.0074431,0.0001558,2.07e-05,0,0.0001644,0,0,0.0001961,0,0,1.67e-05,0,4.51e-05,0,0,0,0,1.81e-05,0,0,2.77e-05,0,0,0,0,0,0.0088023,0,0,0.0005169,0,0,0.0002593,0.0001678,0.0004039,0,0,0,0,0,0,0,0.0001931,0,5.8e-05,8.3e-06,3.48e-05,0,0,0,0.0001547,0,0.0001079,0,0,2.46e-05,0,7.18e-05,0,3.6e-05,0,0.0121588,0,0.0031777,0.0004346,0,0,0,0,0,0,0.0004543,0,0.0001757,7.4e-06,0,0.0002927,0,0.0032748,0,0,0,0,4.34e-05,0.0042462,0,0,0.0004505,0,0,0.0029619,0,0,0,0.002925,0,0,0,0.0001916,6.6e-06,0,0,0,0,6.08e-05,0,0,0,2.97e-05,0,0,0,0,0,6.39e-05,0,0,0,0,0,0,0,2.01e-05,0,0,0,0.0001554,0,0.0002141,0,0,0,0,0,0,0,0,0,0.0003043,0,0,0,0,0,0,0,0,0
"Streptococcus_parasanguinis",0.0021692,0.0019686,0.0011161,0.0004674,0.0032552,0.0008974,0.0008427,0.0048501,0.0028753,0.0024669,0.0004826,0.0026539,6.69e-05,0.0007639,0.0108913,0.0007709,0.0001783,0.0022259,0.0004396,0.0121306,7.69e-05,7.32e-05,0.0007834,0.0002804,0.0029198,0.0009007,0.0013623,0.0004626,0.000919,0.0004235,5.98e-05,0,0.0003581,0.0365168,0.0007323,0.0005246,0.0037647,0.0001352,0.0003963,0.0027449,0.0005734,0.0075475,0.001524,0.0023953,0.0002149,0.0002564,4.37e-05,1.66e-05,0.0005568,0.0010871,0.0013321,0.0002609,0.0003512,0.0007788,0.0014422,0.000254,0.0031124,0.0022375,1.59e-05,0.0005675,0.0075649,0.0011115,0.0002625,0.0006237,0.0025969,0.0004138,0.0001651,1.64e-05,0,0.0003017,0.0139084,0.010015,0.0004673,3.79e-05,0.0001579,0,0.0013872,0.0001001,0.001093,0,0.0004592,0.0002716,0.0002696,0.0089145,0.0005888,0.137814,0.0003652,0,0.0035713,0.0049014,0.0005107,0.0101065,0.0013159,0.0014105,0.0015235,0,0.0005992,0.0095759,0.0050395,8.04e-05,0.0004654,0.0035798,0,0.0012684,0.0001986,0.0029728,0.0834816,0.0029113,0.0012538,0,0.0010128,0.0020975,0.0003415,0.0002125,0.0001573,4.05e-05,0,0.0047088,0.0001486,0.0002749,0.0013168,0.0003873,0.0037257,1.72e-05,0.0008608,0.0003952,0.0048084,0.0020809,0.0005599,0.0002602,0.001462,0.000389,0.0020999,0.0060132,0.0001234,0.001949,0.0005455,0.0008395,0.0001895,0.0069566,0.000165,0.001007,0,0,0.0299882,0.0111611,9.71e-05,0.000253,0.0004248,3.66e-05,0.0002077,0,6.19e-05,0.0004444,0.00045
"Streptococcus_salivarius",0.0014617,0.0027037,0.0112897,0.0009574,0.0019559,0.0004684,0.0021847,0.0073647,0.0334833,0.0015579,0.0008534,0.0085296,0.0002817,0.0022191,0.033516,0.0058003,0.0002553,0.0096536,0.001895,0.0293321,0.0001878,0.0004914,0.0156018,0,0.0092618,0.0006849,0.015299,0.0045723,0.0068187,1.85e-05,0.0005686,0,0.0019943,0.0486075,0.0013965,0.001605,0.0375067,0.0010896,0.001862,0.004714,0.0012855,0.031706,0.00943,0.0040999,6.95e-05,0.000645,0.0034849,0,0.0012237,0.0014268,0.0016899,0.0008849,0.0014282,0.0012358,5.23e-05,0.0005941,0.0059782,0.000578,0.0001535,0.0048664,4.24e-05,0.0009498,0.0001261,0.0017493,0.0089174,0.0015878,0.0050734,0.0001691,0.0560664,0.0034919,0.0532409,0.0231714,0.0021833,0.0018773,0.0009055,0,0.0112307,0.000126,0.0027028,0,0.0029397,0.0005025,0.0010989,0.0303789,0.0029705,0.142676,0.0023513,0,0.023971,0.005566,0.0044234,0.0397333,0.005855,0.0093739,0.0031827,0.0009329,0.0008911,0.0047493,0.0089921,0.000423,0.0043338,0.013608,0,0.0033557,0.0005716,0.0032532,0.139598,1.2e-06,0.0001192,0.0005776,0.0038237,0.0010045,0.0038448,0.0002877,0.0007082,0.0007406,4.4e-06,3.94e-05,0.0002109,0.0003055,0.00157,0.0009189,0.006989,0.0004975,0.0016834,0.0003028,0.0045005,0.0010488,0.0007439,0.0004035,0.0015143,0.0003815,0.0049371,0.0116673,0.0002733,0.0139488,0.0004619,0.0018505,0.0001407,0.0320086,0.0006418,0.0026992,5.55e-05,0.0001629,0.0305969,0.0636288,0.0014998,0.0014855,0.0021477,8.09e-05,0.0026687,0.0122004,0.000344,0.0019188,0.0020004
"Streptococcus_sanguinis",0,1.69e-05,0.0001197,8.9e-06,0,0,0.0002434,6.37e-05,0.0003162,0,7.3e-06,0.0001247,0,0,9.73e-05,4.04e-05,0,7.41e-05,0.000195,0.0007507,0,0,0.0006838,3.87e-05,0.0003858,0,9.36e-05,0.0001663,0,0,2.09e-05,0,3.97e-05,0.0036688,0,7.78e-05,3.7e-06,3.03e-05,0,0.000115,8.59e-05,0.0001091,0,1.13e-05,0,0,1.83e-05,0,0,0,0,0,0,0.0010574,0,6.9e-06,0,0,0,1.97e-05,0,3.08e-05,0,4.5e-05,4.23e-05,0,0.0001741,0.0001194,0,0,8.9e-06,0.0001925,4.35e-05,0,0,0,0.0001404,0,0.0002133,0,3.44e-05,0.0002058,0,0,0,0.0011831,2.61e-05,0,0.0001448,0.0005371,0.0004165,0,0.0010706,0,0,0,3.02e-05,0,0,0,0,0,0,2.55e-05,0,0.0003937,0.0008691,0.0013311,9.85e-05,0,4.41e-05,0,0,0,9.1e-06,0.0001458,0,0.0001913,0,1.69e-05,0,0,0.0003315,0,1.51e-05,0,0,0.0001452,0.00015,0,0,8.4e-06,0.0003457,4.84e-05,0.0001754,8.42e-05,0.0001184,0.0001205,0,0,0,5.19e-05,0,0,0,0,0,0,0,5.15e-05,0,0.000131,0,2.57e-05,0
"Streptococcus_thermophilus",0.0031838,6.64e-05,0.0057235,0,5.69e-05,0.0003952,0.0021629,0.0024665,0.0367773,0.0162715,0.0010232,0.0030279,0.0001338,0.0001102,0.0005164,0.0040861,0.0022925,0.0711072,0.00061,0,7.34e-05,0.0001786,0.0025468,0.0109273,0.0020104,7.7e-06,0.0002156,0.0003083,0.009404,0.0006038,0.0009434,0,0.0015001,0.0044608,0.0017442,9.35e-05,0.0045399,0.0003906,0.000187,0.0077355,0.0055981,0.0037896,0.0001046,4.5e-05,0.000296,0.0089883,0.0053923,0.0602857,0.0003142,0,0.001048,4.44e-05,0.0007621,0.0020832,0.0032441,2.47e-05,0.0003602,0.0001054,0.0019715,2.03e-05,0.0015227,0.0053227,6.03e-05,0.0013041,0.0053586,6.67e-05,0.0011867,0.0038127,0.301629,0.0008197,0.0060015,0.0038418,0.0005582,0.0216964,0.0008318,0,0.0205219,0.0001868,0,0,0.0089819,0.0014368,5.47e-05,1.15e-05,0.0083287,0.0205565,0.0037042,0,0.0242515,0.0723604,0.21734,0.0013646,0.007582,0.0158499,0.0004725,0,0.0002665,0.0002202,0.0514571,0.0011887,0.0029457,0.0004117,0.0001261,0.043382,0.0062714,0.0047649,0.0009545,3.28e-05,0.0002192,0.0026514,0.009834,0.121882,0.0078411,0.0005539,0.0001152,0.0028312,7.59e-05,0.0107498,0.0020406,0.048279,1.96e-05,0.0001203,0.0001147,5.25e-05,0.0002783,6.67e-05,0.008582,0.0081985,2.67e-05,0.0040916,8.9e-06,0.0007689,0.0001024,0.0002678,0.0079756,2.61e-05,0.001178,0.442074,0.0041524,0,0,0,0,0.0072193,0,3.83e-05,0.0005834,0.0178804,0,0.0006758,0,0,0,0.0001223,0.0017451
"Streptococcus_vestibularis",0,6.81e-05,0.0004002,0,0,0.0003971,0.0004927,0.0107988,6.68e-05,0.0009642,0,0,0,0.0001157,0,0.0005482,0,5.9e-05,0,0,0,1.83e-05,0.0002139,0,0.0001325,3.97e-05,0,0.00022,6.99e-05,0,0,0,5.89e-05,0.0050982,0,4.44e-05,6.33e-05,0,0,6.86e-05,0.0001084,0.0002509,0.003209,0,0,0.0002248,9.8e-05,0,0.0003968,0,0.0001235,0,0.0001183,3.62e-05,0.0185576,0,0.001118,0,0,3.22e-05,0,0,0,0.0002022,0.0003471,0.000193,0.0004463,0,0.0035556,0,0.0008634,0.0015831,4.66e-05,5.98e-05,0,0,0,0,0,0,6.61e-05,0.0001482,0,0.0008844,0,0.0005889,0.000302,0,0.0011507,0.0003082,8.24e-05,0.0058419,0,0.0001262,0.0001132,0,0,0.0006481,0.0007312,0,0.0001123,0.0006178,0,0.0003134,0,0,0.0112723,0,0.0002175,0,9.81e-05,0,7.74e-05,0,7.23e-05,0.0001098,0,9.75e-05,8.58e-05,6.88e-05,0.0001244,0,7.21e-05,0,0.0002232,0,2.76e-05,0.0001348,1.3e-05,0.0001154,0,2.26e-05,0.0002992,0.0001445,7.89e-05,2.03e-05,0,0.000257,0,0,0,0,0,0,0.0773708,0.0005631,0,0,0,0,0,0,0,0,0.0002588
"Butyricicoccus_pullicaecorum",0,0,0,0,0,0,0,0.000342,0.0001494,0,5.85e-05,0,0,0,0,0,0,0.0031671,0,0,0,0,0,0.0002615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5e-06,0,0,0,0,0,0,0.0009074,0,0,0,0,0.0001598,0,0.000373,0.0015223,0,1.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003556,0,0.0084878,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000646,0.0003128,0.0012912,0,0,0,0,0,0,6.3e-06,0,0,0,0,0,0.0001139,0,1.09e-05,0,0,0,0,0,0,0,5.9e-06,0,0,0,0,0,0,0.0009972,0,0.0009546,0,0,0,0,0.0005969,0.0001195,0,0.0022553,0.0090643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridiaceae_bacterium_JC118",0,4.16e-05,0,0.0003613,0,0,0,0.0005988,0.000165,0,0.0001186,1.3e-06,0.0003977,0.000275,0,0,0.0001013,0.001423,0,2.9e-05,0,0,3.79e-05,0.0001259,0,0,0.0001174,0.0001564,0,0,0,0,6.1e-06,0,0,4.64e-05,0.0003422,5.85e-05,0.000159,0,0,0,0,0,0,0.0004322,0,0,0,0,0,0,0,0.0005093,0,9e-05,0,0,0,2.58e-05,0,0.0001094,0,0,0,0,2.44e-05,1.52e-05,0,0,0,0.0007316,0.001949,0.0003704,0,0,0,0,0,0,0,7.1e-06,0,4.49e-05,0.0030139,0,0,0,0,0,3.89e-05,0,0,0,0,0,0.0010258,0,0,0,0,0,0,0,0,4.81e-05,0.0002537,0,0,0,0,0,0,0,5.41e-05,0,0.0001968,0.0004267,0,0,1.85e-05,0,0.0002013,0.0004225,5.93e-05,0,0.0011725,0,0,0,0,0,0,0.0001505,0,0.0008099,0.0021419,0,0.0002754,0,0,0,0.0001252,0,0,0.0006358,0,2.7e-05,0,0,0,0,0,0,0
"Clostridium_asparagiforme",0.0092469,8.99e-05,8.41e-05,0.00074,0,0,0,0.0006955,0.0002988,0,0,0,0.0008149,0.000409,0.0002276,3.34e-05,0.0015061,0,0,1.09e-05,0.0002286,0,0,0,0.0004928,0.0003069,0.0007316,0,9.83e-05,3.05e-05,7.42e-05,0,0,0,0,6.01e-05,0.0001365,4.93e-05,3.32e-05,0,0.0001248,0,0,0.0057545,0,0.0003804,0,0,0,0,0,0.000896,0,6.62e-05,0,0.002643,0,0.0006714,3.8e-05,2.55e-05,0,1.76e-05,0.0006746,4.18e-05,0.0007646,0,0,1.53e-05,0,0.0008246,5.3e-05,0,0,0.0004792,0.0003558,0,0.0024887,0,0.0004039,0,6.8e-05,0,0.0001341,0,0.0008867,0,0,0.0320816,0.0027324,0,1.46e-05,0,0,0,0.0001365,0,0.0007341,6.38e-05,0,0.0007932,2.97e-05,0.000437,0.0005668,0.0007913,9.31e-05,0.0001459,0.0001073,0,0,0.0001335,9.5e-06,0,0,0,0.0005917,0,1.56e-05,0.0032363,0.0008615,0.0002702,0,0,0.0001544,0.0012326,1.97e-05,0.0001963,0.0013104,0,0,1.2e-06,0,0,0,0,0,0,0.0014174,0,0.0001849,0,0,0.0001863,0,0.0004568,0,8.84e-05,0.0006977,0.0002284,0,0.0044774,0,0,0.0001347,9.76e-05,0.0006656
"Clostridium_bolteae",0.0183327,0.0002834,0.0023562,0.000352,0.0097672,0.0763579,0,0.0112664,0.0003489,0.0098276,0.0001294,0,0.0011432,0.0327762,0.0001701,7.7e-06,0.0380694,0.0019082,0.0001406,2.74e-05,0.0291625,2.49e-05,3.82e-05,1.75e-05,8.14e-05,0.0028972,0.0003307,5.94e-05,8.68e-05,0.0009895,7.93e-05,0.0017545,3.18e-05,0,1.27e-05,0.0001956,9.14e-05,0.0003006,3.43e-05,0,0.000234,0,0.0197298,0.0026656,0.0581699,0.000738,0,0,0,0,0.0002369,0.0063053,0.0008879,0.0028563,0.0003615,0.0721694,0,0.0009384,0.001228,6.39e-05,0,0.0001441,0.0544945,0.0012053,0.0049288,0.0001285,6.7e-06,0,0,0.006605,0.0006012,0.0006448,0.0014159,0.0004208,0.0004293,0,0.0073344,0.011144,0.0084622,0,1.3e-05,0.0127762,0.0004085,5.47e-05,0.0001491,0,0.0010834,0.0040467,5.95e-05,0,0.0002824,0.0001408,0,0.0001523,4.83e-05,0,0.0009239,0.0004374,1.3e-06,0.0013088,0.0005535,0.0002648,0.0001485,9.14e-05,7.25e-05,0.0015855,6.07e-05,0,0.0978925,0.0054805,1.14e-05,0,0.0001894,0,0.0013734,2.55e-05,0.0001201,0.0647727,0.0154712,6.48e-05,0.0001039,0,0.0001153,0.0039605,0.0012052,0,0.0212194,0.0008453,0,0.0102774,0,0.0235714,0.000218,0.0450909,0.0004054,0,0.0413859,0,0.0001605,0.0006159,6.77e-05,9.56e-05,0.0005019,0.0005786,0,0,0.0011829,0.0001301,0,0.0099708,0,0.0084211,6.4e-06,0.0044871,0.0006631
"Clostridium_butyricum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479182,0,0.0222514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14e-05,0,0,0,0,0,0,0,0,0.0374613,0,0,0,0.0175845,0,0,0,0,0,0.0777226,0,0,0,0,0,0,0.0002665,0,0,0,0,0,0,0,0,0,0
"Clostridium_clostridioforme",0.0002808,0,3.6e-05,0.0056292,0.013027,3.53e-05,0,0.0014643,0.0004918,0.0276461,0,0,0,0.0001539,9.68e-05,0,0.000164,7.46e-05,0.0005879,0.0002046,0.0008001,0.0001944,0,0,0.0001299,0,0.000291,0,0,4.56e-05,0,0.0070362,0,0,0,0.0002198,0.0004633,0.000402,0,0,0.0001156,0,0.19702,0.056635,0.0040809,0.0014607,0,0,0.0002574,0,0,0,0.0201624,7.43e-05,0.0044254,0.0003716,6.2e-05,0.0002832,3.42e-05,0,0,3.56e-05,0.0007405,0.0009149,0.0006557,0,4.9e-06,0,0,0.0019182,0.0047631,0.0015249,0.0002637,0.000128,0.0002674,0,0.0073239,0.0007124,0.0002041,0.0298017,0,2.72e-05,5.79e-05,0,0.004893,0.0007788,0.0038848,0.108575,0.0091094,0.0115699,0.0001735,0,0,0.0683567,5.18e-05,0,0.0123072,0,0,0.0067206,0.0051013,0.0002294,0,0.0005247,0,0,0,0,5.9e-06,0.0148774,0,0,0,0,0,0,0,0.0002009,0.0002903,0.0007409,0,0,0.0005658,0.0001767,6.36e-05,0,2.45e-05,0.0246909,0,0.056319,4.02e-05,0.0001292,9.37e-05,0.0032943,0,0.0006365,5.6e-06,0,0,0.0003899,0.0008721,0,0,0.0002219,0.0022593,0,0.0057778,0,0,0.0024958,0,0.0018559,0,0.0001059,0.000146
